생년월일,목,화,토,금,수
193313,0,1,1,1,3
193314,0,1,0,2,3
193315,0,0,1,2,3
193316,0,0,0,2,4
193317,0,0,1,2,3
193318,1,0,2,1,2
193319,1,0,1,1,3
1933110,0,1,1,1,3
1933111,0,1,2,1,2
1933112,1,0,2,1,2
1933113,1,0,2,1,2
1933114,0,0,2,2,2
1933115,0,1,1,2,2
1933116,0,1,1,1,3
1933117,0,0,2,1,3
1933118,1,0,1,2,2
1933119,1,0,1,2,2
1933120,0,1,2,1,2
1933121,0,1,1,1,3
1933122,0,0,2,1,3
1933123,0,0,3,1,2
1933124,1,0,1,2,2
1933125,1,0,1,2,2
1933126,0,0,2,1,3
1933127,0,1,1,1,3
1933128,1,1,1,1,2
1933129,1,0,2,1,2
1933130,0,1,1,2,2
193321,0,0,3,1,2
193322,0,0,2,1,3
193323,0,0,1,2,3
193324,0,0,2,2,2
193325,3,0,0,1,2
193326,3,0,0,1,2
193327,3,0,1,1,1
193328,3,1,0,1,1
193329,2,2,0,1,1
1933210,2,1,1,1,1
1933211,2,0,1,2,1
1933212,2,0,1,2,1
1933213,2,0,1,2,1
1933214,2,0,0,2,2
1933215,2,0,0,1,3
1933216,2,0,1,1,2
1933217,4,0,0,1,1
1933218,4,0,0,1,1
1933219,2,1,1,1,1
1933220,2,2,0,1,1
1933221,2,1,1,1,1
1933222,2,0,2,1,1
1933223,2,0,0,3,1
1933224,2,0,0,3,1
1933225,2,0,1,1,2
1933226,2,0,0,1,3
1933227,3,0,0,1,2
1933228,3,0,1,1,1
193331,3,1,0,1,1
193332,3,1,0,1,1
193333,2,0,2,1,1
193334,2,1,1,1,1
193335,2,1,0,2,1
193336,2,0,1,2,1
193337,2,0,0,2,2
193338,2,0,0,2,2
193339,3,0,1,1,1
1933310,3,0,0,1,2
1933311,2,1,0,1,2
1933312,2,1,1,1,1
1933313,3,0,1,1,1
1933314,3,0,1,1,1
1933315,2,0,1,2,1
1933316,2,1,0,2,1
1933317,2,1,0,1,2
1933318,2,0,1,1,2
1933319,3,0,0,2,1
1933320,3,0,0,2,1
1933321,2,1,1,1,1
1933322,2,1,0,1,2
1933323,2,0,1,1,2
1933324,2,0,2,1,1
1933325,3,0,0,2,1
1933326,3,0,0,2,1
1933327,2,0,1,1,2
1933328,2,1,0,1,2
1933329,3,1,0,1,1
1933330,3,0,1,1,1
193341,2,1,0,2,1
193342,2,0,2,1,1
193343,2,0,1,1,2
193344,2,0,0,2,2
193345,2,0,1,2,1
193346,1,1,1,1,2
193347,1,1,1,1,2
193348,1,1,2,1,1
193349,1,2,1,1,1
1933410,0,3,1,1,1
1933411,0,2,2,1,1
1933412,0,1,2,2,1
1933413,0,1,2,2,1
1933414,0,1,2,2,1
1933415,0,1,1,2,2
1933416,0,1,1,1,3
1933417,0,1,2,1,2
1933418,2,1,1,1,1
1933419,2,1,1,1,1
1933420,0,2,2,1,1
1933421,0,3,1,1,1
1933422,0,2,2,1,1
1933423,0,1,3,1,1
1933424,0,1,1,3,1
1933425,0,1,1,3,1
1933426,0,1,2,1,2
1933427,0,1,1,1,3
1933428,1,1,1,1,2
1933429,1,1,2,1,1
1933430,1,2,1,1,1
193351,1,2,1,1,1
193352,0,1,3,1,1
193353,0,2,2,1,1
193354,0,2,1,2,1
193355,0,1,2,2,1
193356,0,1,1,2,2
193357,0,2,0,2,2
193358,1,2,1,1,1
193359,1,2,0,1,2
1933510,0,3,0,1,2
1933511,0,3,1,1,1
1933512,1,2,1,1,1
1933513,1,2,1,1,1
1933514,0,2,1,2,1
1933515,0,3,0,2,1
1933516,0,3,0,1,2
1933517,0,2,1,1,2
1933518,1,2,0,2,1
1933519,1,2,0,2,1
1933520,0,3,1,1,1
1933521,0,3,0,1,2
1933522,0,2,1,1,2
1933523,0,2,2,1,1
1933524,1,2,0,2,1
1933525,1,2,0,2,1
1933526,0,2,1,1,2
1933527,0,3,0,1,2
1933528,1,3,0,1,1
1933529,1,2,1,1,1
1933530,0,3,0,2,1
193361,0,2,2,1,1
193362,0,2,1,1,2
193363,0,2,0,2,2
193364,0,2,1,2,1
193365,1,2,0,1,2
193366,1,2,0,1,2
193367,1,1,2,1,1
193368,1,2,1,1,1
193369,0,3,1,1,1
1933610,0,2,2,1,1
1933611,0,1,2,2,1
1933612,0,1,2,2,1
1933613,0,1,2,2,1
1933614,0,1,1,2,2
1933615,0,1,1,1,3
1933616,0,1,2,1,2
1933617,2,1,1,1,1
1933618,2,1,1,1,1
1933619,0,2,2,1,1
1933620,0,3,1,1,1
1933621,0,2,2,1,1
1933622,0,1,3,1,1
1933623,0,1,1,3,1
1933624,0,1,1,3,1
1933625,0,1,2,1,2
1933626,0,1,1,1,3
1933627,1,1,1,1,2
1933628,1,1,2,1,1
1933629,1,2,1,1,1
1933630,1,2,1,1,1
193371,0,1,3,1,1
193372,0,2,2,1,1
193373,0,2,1,2,1
193374,0,1,2,2,1
193375,0,1,1,2,2
193376,0,1,1,2,2
193377,1,1,2,1,1
193378,1,0,2,1,2
193379,0,1,2,1,2
1933710,0,1,3,1,1
1933711,1,0,3,1,1
1933712,1,0,3,1,1
1933713,0,0,3,2,1
1933714,0,1,2,2,1
1933715,0,1,2,1,2
1933716,0,0,3,1,2
1933717,1,0,2,2,1
1933718,1,0,2,2,1
1933719,0,1,3,1,1
1933720,0,1,2,1,2
1933721,0,0,3,1,2
1933722,0,0,4,1,1
1933723,1,0,2,2,1
1933724,1,0,2,2,1
1933725,0,0,3,1,2
1933726,0,1,2,1,2
1933727,1,1,2,1,1
1933728,1,0,3,1,1
1933729,0,1,2,2,1
1933730,0,1,2,2,1
193381,0,0,3,1,2
193382,0,0,2,2,2
193383,0,0,3,2,1
193384,1,0,2,1,2
193385,1,0,2,1,2
193386,1,0,3,1,1
193387,1,1,2,1,1
193388,0,2,2,1,1
193389,0,1,1,3,1
1933810,0,0,1,4,1
1933811,0,0,1,4,1
1933812,0,0,1,4,1
1933813,0,0,0,4,2
1933814,0,0,0,3,3
1933815,0,0,1,3,2
1933816,2,0,0,3,1
1933817,2,0,0,3,1
1933818,0,1,1,3,1
1933819,0,2,0,3,1
1933820,0,1,1,3,1
1933821,0,0,2,3,1
1933822,0,0,0,5,1
1933823,0,0,0,5,1
1933824,0,0,1,3,2
1933825,0,0,0,3,3
1933826,1,0,0,3,2
1933827,1,0,1,3,1
1933828,1,1,0,3,1
1933829,1,1,0,3,1
1933830,0,0,2,3,1
193391,0,1,0,4,1
193392,0,0,1,4,1
193393,0,0,0,4,2
193394,0,0,0,4,2
193395,1,0,1,3,1
193396,1,0,0,3,2
193397,0,1,0,3,2
193398,0,1,1,3,1
193399,1,0,1,3,1
1933910,1,0,1,3,1
1933911,0,0,1,4,1
1933912,0,1,0,4,1
1933913,0,1,0,3,2
1933914,0,0,1,3,2
1933915,1,0,0,4,1
1933916,1,0,0,4,1
1933917,0,1,1,3,1
1933918,0,1,0,3,2
1933919,0,0,1,3,2
1933920,0,0,2,3,1
1933921,1,0,0,4,1
1933922,1,0,0,4,1
1933923,0,0,1,3,2
1933924,0,1,0,3,2
1933925,1,1,0,3,1
1933926,1,0,1,3,1
1933927,0,1,0,4,1
1933928,0,1,0,4,1
1933929,0,0,2,3,1
1933930,0,0,1,3,2
1933101,0,0,0,4,2
1933102,0,0,1,4,1
1933103,1,0,0,3,2
1933104,1,0,0,3,2
1933105,1,0,1,3,1
1933106,1,1,0,3,1
1933107,0,2,0,3,1
1933108,0,1,1,3,1
1933109,0,0,1,4,1
19331010,0,0,2,2,2
19331011,0,0,2,2,2
19331012,0,0,1,2,3
19331013,0,0,1,1,4
19331014,0,0,2,1,3
19331015,2,0,1,1,2
19331016,2,0,1,1,2
19331017,0,1,2,1,2
19331018,0,2,1,1,2
19331019,0,1,2,1,2
19331020,0,0,3,1,2
19331021,0,0,1,3,2
19331022,0,0,1,3,2
19331023,0,0,2,1,3
19331024,0,0,1,1,4
19331025,1,0,1,1,3
19331026,1,0,2,1,2
19331027,1,1,1,1,2
19331028,1,1,1,1,2
19331029,0,0,3,1,2
19331030,0,1,2,1,2
1933111,0,0,2,2,2
1933112,0,0,1,2,3
1933113,0,0,1,2,3
1933114,1,0,2,1,2
1933115,1,0,1,1,3
1933116,0,1,1,1,3
1933117,0,1,2,1,2
1933118,1,0,2,1,2
1933119,1,0,1,1,3
19331110,0,0,1,2,3
19331111,0,1,0,2,3
19331112,0,1,0,1,4
19331113,0,0,1,1,4
19331114,1,0,0,2,3
19331115,1,0,0,2,3
19331116,0,1,1,1,3
19331117,0,1,0,1,4
19331118,0,0,1,1,4
19331119,0,0,2,1,3
19331120,1,0,0,2,3
19331121,1,0,0,2,3
19331122,0,0,1,1,4
19331123,0,1,0,1,4
19331124,1,1,0,1,3
19331125,1,0,1,1,3
19331126,0,1,0,2,3
19331127,0,1,0,2,3
19331128,0,0,2,1,3
19331129,0,0,1,1,4
19331130,0,0,0,2,4
1933121,0,0,1,2,3
1933122,1,0,0,1,4
1933123,1,0,0,1,4
1933124,1,0,1,1,3
1933125,1,1,0,1,3
1933126,0,2,0,1,3
1933127,0,1,1,1,3
1933128,1,0,1,2,2
1933129,1,0,1,2,2
19331210,1,0,1,2,2
19331211,1,0,0,2,3
19331212,1,0,0,1,4
19331213,1,0,1,1,3
19331214,3,0,0,1,2
19331215,3,0,0,1,2
19331216,1,1,1,1,2
19331217,1,2,0,1,2
19331218,1,1,1,1,2
19331219,1,0,2,1,2
19331220,1,0,0,3,2
19331221,1,0,0,3,2
19331222,1,0,1,1,3
19331223,1,0,0,1,4
19331224,2,0,0,1,3
19331225,2,0,1,1,2
19331226,2,1,0,1,2
19331227,2,1,0,1,2
19331228,1,0,2,1,2
19331229,1,1,1,1,2
19331230,1,1,0,2,2
193411,1,0,0,2,3
193412,1,0,0,2,3
193413,2,0,1,1,2
193414,2,0,0,1,3
193415,1,1,0,1,3
193416,1,1,1,1,2
193417,2,0,2,1,1
193418,2,0,2,1,1
193419,1,0,2,2,1
1934110,1,1,1,2,1
1934111,1,1,1,1,2
1934112,1,0,2,1,2
1934113,2,0,1,2,1
1934114,2,0,1,2,1
1934115,1,1,2,1,1
1934116,1,1,1,1,2
1934117,1,0,2,1,2
1934118,1,0,3,1,1
1934119,2,0,1,2,1
1934120,2,0,1,2,1
1934121,1,0,2,1,2
1934122,1,1,1,1,2
1934123,2,1,1,1,1
1934124,2,0,2,1,1
1934125,1,1,1,2,1
1934126,1,1,1,2,1
1934127,1,0,3,1,1
1934128,1,0,2,1,2
1934129,1,0,1,2,2
1934130,1,0,2,2,1
193421,2,0,1,1,2
193422,2,0,2,1,1
193423,2,1,1,1,1
193424,1,2,1,1,1
193425,2,2,2,0,0
193426,2,1,2,1,0
193427,2,1,2,1,0
193428,2,1,2,1,0
193429,2,1,1,1,1
1934210,2,1,1,0,2
1934211,2,1,2,0,1
1934212,4,1,1,0,0
1934213,4,1,1,0,0
1934214,2,2,2,0,0
1934215,2,3,1,0,0
1934216,2,2,2,0,0
1934217,2,1,3,0,0
1934218,2,1,1,2,0
1934219,2,1,1,2,0
1934220,2,1,2,0,1
1934221,2,1,1,0,2
1934222,3,1,1,0,1
1934223,3,1,2,0,0
1934224,3,2,1,0,0
1934225,3,2,1,0,0
1934226,2,1,3,0,0
1934227,2,2,2,0,0
1934228,2,2,1,1,0
193431,2,1,2,1,0
193432,2,1,1,1,1
193433,2,1,1,1,1
193434,3,1,2,0,0
193435,3,1,1,0,1
193436,2,2,1,0,1
193437,2,2,2,0,0
193438,3,1,2,0,0
193439,3,1,2,0,0
1934310,2,1,2,1,0
1934311,2,2,1,1,0
1934312,2,2,1,0,1
1934313,2,1,2,0,1
1934314,3,1,1,1,0
1934315,3,1,1,1,0
1934316,2,2,2,0,0
1934317,2,2,1,0,1
1934318,2,1,2,0,1
1934319,2,1,3,0,0
1934320,3,1,1,1,0
1934321,3,1,1,1,0
1934322,2,1,2,0,1
1934323,2,2,1,0,1
1934324,3,2,1,0,0
1934325,3,1,2,0,0
1934326,2,2,1,1,0
1934327,2,2,1,1,0
1934328,2,1,3,0,0
1934329,2,1,2,0,1
1934330,2,1,1,1,1
193441,3,1,1,0,1
193442,3,1,1,0,1
193443,3,1,2,0,0
193444,3,2,1,0,0
193445,2,3,1,0,0
193446,1,1,4,0,0
193447,1,0,4,1,0
193448,1,0,4,1,0
193449,1,0,4,1,0
1934410,1,0,3,1,1
1934411,1,0,3,0,2
1934412,1,0,4,0,1
1934413,3,0,3,0,0
1934414,3,0,3,0,0
1934415,1,1,4,0,0
1934416,1,2,3,0,0
1934417,1,1,4,0,0
1934418,1,0,5,0,0
1934419,1,0,3,2,0
1934420,1,0,3,2,0
1934421,1,0,4,0,1
1934422,1,0,3,0,2
1934423,2,0,3,0,1
1934424,2,0,4,0,0
1934425,2,1,3,0,0
1934426,2,1,3,0,0
1934427,1,0,5,0,0
1934428,1,1,4,0,0
1934429,1,1,3,1,0
1934430,1,0,4,1,0
193451,1,0,3,1,1
193452,1,0,3,1,1
193453,2,0,4,0,0
193454,2,0,3,0,1
193455,1,1,3,0,1
193456,1,1,4,0,0
193457,2,1,3,0,0
193458,2,1,3,0,0
193459,1,1,3,1,0
1934510,1,2,2,1,0
1934511,1,2,2,0,1
1934512,1,1,3,0,1
1934513,2,1,2,1,0
1934514,2,1,2,1,0
1934515,1,2,3,0,0
1934516,1,2,2,0,1
1934517,1,1,3,0,1
1934518,1,1,4,0,0
1934519,2,1,2,1,0
1934520,2,1,2,1,0
1934521,1,1,3,0,1
1934522,1,2,2,0,1
1934523,2,2,2,0,0
1934524,2,1,3,0,0
1934525,1,2,2,1,0
1934526,1,2,2,1,0
1934527,1,1,4,0,0
1934528,1,1,3,0,1
1934529,1,1,2,1,1
1934530,1,1,3,1,0
193461,2,1,2,0,1
193462,2,1,3,0,0
193463,2,2,2,0,0
193464,1,3,2,0,0
193465,1,2,3,0,0
193466,1,1,3,1,0
193467,1,1,2,2,0
193468,1,1,2,2,0
193469,1,1,1,2,1
1934610,1,1,1,1,2
1934611,1,1,2,1,1
1934612,3,1,1,1,0
1934613,3,1,1,1,0
1934614,1,2,2,1,0
1934615,1,3,1,1,0
1934616,1,2,2,1,0
1934617,1,1,3,1,0
1934618,1,1,1,3,0
1934619,1,1,1,3,0
1934620,1,1,2,1,1
1934621,1,1,1,1,2
1934622,2,1,1,1,1
1934623,2,1,2,1,0
1934624,2,2,1,1,0
1934625,2,2,1,1,0
1934626,1,1,3,1,0
1934627,1,2,2,1,0
1934628,1,2,1,2,0
1934629,1,1,2,2,0
1934630,1,1,1,2,1
193471,1,1,1,2,1
193472,2,1,2,1,0
193473,2,1,1,1,1
193474,1,2,1,1,1
193475,1,2,2,1,0
193476,2,1,2,1,0
193477,2,1,2,1,0
193478,1,1,2,2,0
193479,1,1,2,2,0
1934710,1,1,2,1,1
1934711,1,0,3,1,1
1934712,2,0,2,2,0
1934713,2,0,2,2,0
1934714,1,1,3,1,0
1934715,1,1,2,1,1
1934716,1,0,3,1,1
1934717,1,0,4,1,0
1934718,2,0,2,2,0
1934719,2,0,2,2,0
1934720,1,0,3,1,1
1934721,1,1,2,1,1
1934722,2,1,2,1,0
1934723,2,0,3,1,0
1934724,1,1,2,2,0
1934725,1,1,2,2,0
1934726,1,0,4,1,0
1934727,1,0,3,1,1
1934728,1,0,2,2,1
1934729,1,0,3,2,0
1934730,2,0,2,1,1
193481,2,0,3,1,0
193482,2,1,2,1,0
193483,1,2,2,1,0
193484,1,1,3,1,0
193485,1,0,3,2,0
193486,1,0,3,2,0
193487,1,0,3,2,0
193488,1,0,2,2,1
193489,1,0,1,1,3
1934810,1,0,2,1,2
1934811,3,0,1,1,1
1934812,3,0,1,1,1
1934813,1,1,2,1,1
1934814,1,2,1,1,1
1934815,1,1,2,1,1
1934816,1,0,3,1,1
1934817,1,0,1,3,1
1934818,1,0,1,3,1
1934819,1,0,2,1,2
1934820,1,0,1,1,3
1934821,2,0,1,1,2
1934822,2,0,2,1,1
1934823,2,1,1,1,1
1934824,2,1,1,1,1
1934825,1,0,3,1,1
1934826,1,1,2,1,1
1934827,1,1,1,2,1
1934828,1,0,2,2,1
1934829,1,0,1,2,2
1934830,1,0,1,2,2
193491,2,0,1,1,2
193492,1,1,1,1,2
193493,1,1,2,1,1
193494,2,0,2,1,1
193495,2,0,2,1,1
193496,1,0,2,2,1
193497,1,1,1,2,1
193498,1,1,1,1,2
193499,1,0,2,1,2
1934910,2,0,1,2,1
1934911,2,0,1,2,1
1934912,1,1,2,1,1
1934913,1,1,1,1,2
1934914,1,0,2,1,2
1934915,1,0,3,1,1
1934916,2,0,1,2,1
1934917,2,0,1,2,1
1934918,1,0,2,1,2
1934919,1,1,1,1,2
1934920,2,1,1,1,1
1934921,2,0,2,1,1
1934922,1,1,1,2,1
1934923,1,1,1,2,1
1934924,1,0,3,1,1
1934925,1,0,2,1,2
1934926,1,0,1,2,2
1934927,1,0,2,2,1
1934928,2,0,1,1,2
1934929,2,0,1,1,2
1934930,2,0,2,1,1
1934101,2,1,1,1,1
1934102,1,2,1,1,1
1934103,1,1,2,1,1
1934104,1,0,2,2,1
1934105,1,0,2,2,1
1934106,1,0,2,2,1
1934107,1,0,1,2,2
1934108,1,0,1,1,3
1934109,1,0,2,1,2
19341010,4,0,2,0,0
19341011,4,0,2,0,0
19341012,2,1,3,0,0
19341013,2,2,2,0,0
19341014,2,1,3,0,0
19341015,2,0,4,0,0
19341016,2,0,2,2,0
19341017,2,0,2,2,0
19341018,2,0,3,0,1
19341019,2,0,2,0,2
19341020,3,0,2,0,1
19341021,3,0,3,0,0
19341022,3,1,2,0,0
19341023,3,1,2,0,0
19341024,2,0,4,0,0
19341025,2,1,3,0,0
19341026,2,1,2,1,0
19341027,2,0,3,1,0
19341028,2,0,2,1,1
19341029,2,0,2,1,1
19341030,3,0,3,0,0
1934111,2,1,2,0,1
1934112,2,1,3,0,0
1934113,3,0,3,0,0
1934114,3,0,3,0,0
1934115,2,0,3,1,0
1934116,2,1,2,1,0
1934117,2,1,2,0,1
1934118,2,0,3,0,1
1934119,3,0,1,1,1
19341110,3,0,1,1,1
19341111,2,1,2,0,1
19341112,2,1,1,0,2
19341113,2,0,2,0,2
19341114,2,0,3,0,1
19341115,3,0,1,1,1
19341116,3,0,1,1,1
19341117,2,0,2,0,2
19341118,2,1,1,0,2
19341119,3,1,1,0,1
19341120,3,0,2,0,1
19341121,2,1,1,1,1
19341122,2,1,1,1,1
19341123,2,0,3,0,1
19341124,2,0,2,0,2
19341125,2,0,1,1,2
19341126,2,0,2,1,1
19341127,3,0,1,0,2
19341128,3,0,1,0,2
19341129,3,0,2,0,1
19341130,3,1,1,0,1
1934121,2,2,1,0,1
1934122,2,1,2,0,1
1934123,2,0,2,1,1
1934124,2,0,2,1,1
1934125,2,0,2,1,1
1934126,2,0,1,1,2
1934127,2,0,1,0,3
1934128,2,0,2,0,2
1934129,3,1,1,0,1
19341210,3,1,1,0,1
19341211,1,2,2,0,1
19341212,1,3,1,0,1
19341213,1,2,2,0,1
19341214,1,1,3,0,1
19341215,1,1,1,2,1
19341216,1,1,1,2,1
19341217,1,1,2,0,2
19341218,1,1,1,0,3
19341219,2,1,1,0,2
19341220,2,1,2,0,1
19341221,2,2,1,0,1
19341222,2,2,1,0,1
19341223,1,1,3,0,1
19341224,1,2,2,0,1
19341225,1,2,1,1,1
19341226,1,1,2,1,1
19341227,1,1,1,1,2
19341228,1,1,1,1,2
19341229,2,1,2,0,1
19341230,2,1,1,0,2
193511,1,2,2,0,1
193512,2,1,2,0,1
193513,2,1,2,0,1
193514,1,1,2,1,1
193515,1,2,1,1,1
193516,1,2,1,0,2
193517,1,1,3,0,1
193518,2,1,2,1,0
193519,2,1,2,1,0
1935110,1,2,3,0,0
1935111,1,2,2,0,1
1935112,1,1,3,0,1
1935113,1,1,4,0,0
1935114,2,1,2,1,0
1935115,2,1,2,1,0
1935116,1,1,3,0,1
1935117,1,2,2,0,1
1935118,2,2,2,0,0
1935119,2,1,3,0,0
1935120,1,2,2,1,0
1935121,1,2,2,1,0
1935122,1,1,4,0,0
1935123,1,1,3,0,1
1935124,1,1,2,1,1
1935125,1,1,3,1,0
1935126,2,1,2,0,1
1935127,2,1,2,0,1
1935128,2,1,3,0,0
1935129,2,2,2,0,0
1935130,1,3,2,0,0
193521,1,1,3,1,0
193522,1,1,3,1,0
193523,1,1,3,1,0
193524,1,1,2,1,1
193525,1,1,2,0,2
193526,2,0,2,0,2
193527,4,0,1,0,1
193528,4,0,1,0,1
193529,2,1,2,0,1
1935210,2,2,1,0,1
1935211,2,1,2,0,1
1935212,2,0,3,0,1
1935213,2,0,1,2,1
1935214,2,0,1,2,1
1935215,2,0,2,0,2
1935216,2,0,1,0,3
1935217,3,0,1,0,2
1935218,3,0,2,0,1
1935219,3,1,1,0,1
1935220,3,1,1,0,1
1935221,2,0,3,0,1
1935222,2,1,2,0,1
1935223,2,1,1,1,1
1935224,2,0,2,1,1
1935225,2,0,1,1,2
1935226,2,0,1,1,2
1935227,3,0,2,0,1
1935228,3,0,1,0,2
193531,2,1,1,0,2
193532,2,1,2,0,1
193533,3,0,2,0,1
193534,3,0,2,0,1
193535,2,0,2,1,1
193536,2,1,1,1,1
193537,2,1,1,0,2
193538,2,0,2,0,2
193539,3,0,1,1,1
1935310,3,0,1,1,1
1935311,2,1,2,0,1
1935312,2,1,1,0,2
1935313,2,0,2,0,2
1935314,2,0,3,0,1
1935315,3,0,1,1,1
1935316,3,0,1,1,1
1935317,2,0,2,0,2
1935318,2,1,1,0,2
1935319,3,1,1,0,1
1935320,3,0,2,0,1
1935321,2,1,1,1,1
1935322,2,1,1,1,1
1935323,2,0,3,0,1
1935324,2,0,2,0,2
1935325,2,0,1,1,2
1935326,2,0,2,1,1
1935327,3,0,1,0,2
1935328,3,0,1,0,2
1935329,3,0,2,0,1
1935330,3,1,1,0,1
193541,2,1,2,0,1
193542,2,0,2,1,1
193543,2,0,2,1,1
193544,2,0,2,1,1
193545,2,0,1,1,2
193546,2,0,1,0,3
193547,1,0,2,1,2
193548,3,0,1,1,1
193549,3,0,1,1,1
1935410,1,1,2,1,1
1935411,1,2,1,1,1
1935412,1,1,2,1,1
1935413,1,0,3,1,1
1935414,1,0,1,3,1
1935415,1,0,1,3,1
1935416,1,0,2,1,2
1935417,1,0,1,1,3
1935418,2,0,1,1,2
1935419,2,0,2,1,1
1935420,2,1,1,1,1
1935421,2,1,1,1,1
1935422,1,0,3,1,1
1935423,1,1,2,1,1
1935424,1,1,1,2,1
1935425,1,0,2,2,1
1935426,1,0,1,2,2
1935427,1,0,1,2,2
1935428,2,0,2,1,1
1935429,2,0,1,1,2
1935430,1,1,1,1,2
193551,1,1,2,1,1
193552,2,0,2,1,1
193553,2,0,2,1,1
193554,1,0,2,2,1
193555,1,1,1,2,1
193556,1,1,1,1,2
193557,1,1,1,1,2
193558,2,1,0,2,1
193559,2,1,0,2,1
1935510,1,2,1,1,1
1935511,1,2,0,1,2
1935512,1,1,1,1,2
1935513,1,1,2,1,1
1935514,2,1,0,2,1
1935515,2,1,0,2,1
1935516,1,1,1,1,2
1935517,1,2,0,1,2
1935518,2,2,0,1,1
1935519,2,1,1,1,1
1935520,1,2,0,2,1
1935521,1,2,0,2,1
1935522,1,1,2,1,1
1935523,1,1,1,1,2
1935524,1,1,0,2,2
1935525,1,1,1,2,1
1935526,2,1,0,1,2
1935527,2,1,0,1,2
1935528,2,1,1,1,1
1935529,2,2,0,1,1
1935530,1,3,0,1,1
193561,1,1,1,2,1
193562,1,1,1,2,1
193563,1,1,1,2,1
193564,1,1,0,2,2
193565,1,1,0,1,3
193566,1,1,1,1,2
193567,3,1,0,0,2
193568,3,1,0,0,2
193569,1,2,1,0,2
1935610,1,3,0,0,2
1935611,1,2,1,0,2
1935612,1,1,2,0,2
1935613,1,1,0,2,2
1935614,1,1,0,2,2
1935615,1,1,1,0,3
1935616,1,1,0,0,4
1935617,2,1,0,0,3
1935618,2,1,1,0,2
1935619,2,2,0,0,2
1935620,2,2,0,0,2
1935621,1,1,2,0,2
1935622,1,2,1,0,2
1935623,1,2,0,1,2
1935624,1,1,1,1,2
1935625,1,1,0,1,3
1935626,1,1,0,1,3
1935627,2,1,1,0,2
1935628,2,1,0,0,3
1935629,1,2,0,0,3
1935630,1,2,1,0,2
193571,2,1,1,0,2
193572,2,1,1,0,2
193573,1,1,1,1,2
193574,1,2,0,1,2
193575,1,2,0,0,3
193576,1,1,1,0,3
193577,2,1,0,1,2
193578,2,1,0,1,2
193579,1,1,2,0,2
1935710,1,1,1,0,3
1935711,1,0,2,0,3
1935712,1,0,3,0,2
1935713,2,0,1,1,2
1935714,2,0,1,1,2
1935715,1,0,2,0,3
1935716,1,1,1,0,3
1935717,2,1,1,0,2
1935718,2,0,2,0,2
1935719,1,1,1,1,2
1935720,1,1,1,1,2
1935721,1,0,3,0,2
1935722,1,0,2,0,3
1935723,1,0,1,1,3
1935724,1,0,2,1,2
1935725,2,0,1,0,3
1935726,2,0,1,0,3
1935727,2,0,2,0,2
1935728,2,1,1,0,2
1935729,1,2,1,0,2
1935730,1,1,2,0,2
193581,1,0,2,1,2
193582,1,0,2,1,2
193583,1,0,1,1,3
193584,1,0,1,0,4
193585,1,0,2,0,3
193586,3,0,1,0,2
193587,3,0,1,0,2
193588,1,1,2,0,2
193589,2,2,0,1,1
1935810,2,1,1,1,1
1935811,2,0,2,1,1
1935812,2,0,0,3,1
1935813,2,0,0,3,1
1935814,2,0,1,1,2
1935815,2,0,0,1,3
1935816,3,0,0,1,2
1935817,3,0,1,1,1
1935818,3,1,0,1,1
1935819,3,1,0,1,1
1935820,2,0,2,1,1
1935821,2,1,1,1,1
1935822,2,1,0,2,1
1935823,2,0,1,2,1
1935824,2,0,0,2,2
1935825,2,0,0,2,2
1935826,3,0,1,1,1
1935827,3,0,0,1,2
1935828,2,1,0,1,2
1935829,2,1,1,1,1
1935830,3,0,1,1,1
193591,2,0,1,2,1
193592,2,1,0,2,1
193593,2,1,0,1,2
193594,2,0,1,1,2
193595,3,0,0,2,1
193596,3,0,0,2,1
193597,2,1,1,1,1
193598,2,1,0,1,2
193599,2,0,1,1,2
1935910,2,0,2,1,1
1935911,3,0,0,2,1
1935912,3,0,0,2,1
1935913,2,0,1,1,2
1935914,2,1,0,1,2
1935915,3,1,0,1,1
1935916,3,0,1,1,1
1935917,2,1,0,2,1
1935918,2,1,0,2,1
1935919,2,0,2,1,1
1935920,2,0,1,1,2
1935921,2,0,0,2,2
1935922,2,0,1,2,1
1935923,3,0,0,1,2
1935924,3,0,0,1,2
1935925,3,0,1,1,1
1935926,3,1,0,1,1
1935927,2,2,0,1,1
1935928,2,1,1,1,1
1935929,2,0,1,2,1
1935930,2,0,1,2,1
1935101,2,0,1,2,1
1935102,2,0,0,2,2
1935103,2,0,0,1,3
1935104,2,0,1,1,2
1935105,4,0,0,1,1
1935106,4,0,0,1,1
1935107,2,1,1,1,1
1935108,2,2,0,1,1
1935109,2,1,1,1,1
19351010,1,1,3,0,1
19351011,1,1,1,2,1
19351012,1,1,1,2,1
19351013,1,1,2,0,2
19351014,1,1,1,0,3
19351015,2,1,1,0,2
19351016,2,1,2,0,1
19351017,2,2,1,0,1
19351018,2,2,1,0,1
19351019,1,1,3,0,1
19351020,1,2,2,0,1
19351021,1,2,1,1,1
19351022,1,1,2,1,1
19351023,1,1,1,1,2
19351024,1,1,1,1,2
19351025,2,1,2,0,1
19351026,2,1,1,0,2
19351027,1,2,1,0,2
19351028,1,2,2,0,1
19351029,2,1,2,0,1
19351030,2,1,2,0,1
1935111,1,2,1,1,1
1935112,1,2,1,0,2
1935113,1,1,2,0,2
1935114,2,1,1,1,1
